STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 4,Low,Apr-09-2016,14,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 4,Low,Apr-09-2016,14,2015-16
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 4,Low,Apr-09-2016,14,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 4,Low,Apr-09-2016,14,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 4,Low,Apr-09-2016,14,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 4,Low,Apr-16-2016,15,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,Apr-16-2016,15,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 4,Low,Apr-16-2016,15,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 4,Low,Apr-23-2016,16,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 4,Low,Apr-23-2016,16,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 4,Low,Apr-23-2016,16,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 4,Low,Apr-16-2016,15,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 4,Low,Apr-23-2016,16,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,Apr-23-2016,16,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 4,Low,Apr-30-2016,17,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 4,Low,Apr-23-2016,16,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 4,Low,Apr-23-2016,16,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 4,Low,Apr-30-2016,17,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 4,Low,May-07-2016,18,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,May-21-2016,20,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,May-28-2016,21,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 4,Low,Jul-23-2016,29,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,Aug-27-2016,34,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 4,Low,Sep-03-2016,35,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,Sep-03-2016,35,2015-16
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,"Influenza - Flu",Level 4,Low,Oct-01-2016,39,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 4,Low,Oct-29-2016,43,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 4,Low,Nov-05-2016,44,2016-17
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 4,Low,Nov-05-2016,44,2016-17
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 4,Low,Nov-19-2016,46,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 4,Low,Dec-03-2016,48,2016-17
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 4,Low,Nov-26-2016,47,2016-17
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 4,Low,Nov-26-2016,47,2016-17
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 4,Low,Nov-26-2016,47,2016-17
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 4,Low,Dec-03-2016,48,2016-17
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 4,Low,Dec-10-2016,49,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Dec-10-2016,49,2016-17
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 4,Low,Dec-17-2016,50,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 4,Low,Dec-17-2016,50,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 4,Low,Dec-17-2016,50,2016-17
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 4,Low,Dec-17-2016,50,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Dec-24-2016,51,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Dec-31-2016,52,2016-17
Idaho,http://www.healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,"Influenza",Level 4,Low,Dec-31-2016,52,2016-17
Kansas,http://www.kdheks.gov/flu/surveillance.htm,"Influenza Information",Level 4,Low,Jan-07-2017,1,2016-17
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 4,Low,Jan-07-2017,1,2016-17
North Dakota,http://www.ndflu.com/default.aspx,"Influenza",Level 4,Low,Jan-07-2017,1,2016-17
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 4,Low,Jan-07-2017,1,2016-17
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 4,Low,Jan-07-2017,1,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Jan-07-2017,1,2016-17
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 4,Low,Jan-14-2017,2,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Jan-14-2017,2,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 4,Low,Jan-14-2017,2,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 4,Low,Jan-14-2017,2,2016-17
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 4,Low,Jan-14-2017,2,2016-17
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 4,Low,Jan-14-2017,2,2016-17
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 4,Low,Jan-14-2017,2,2016-17
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 4,Low,Jan-28-2017,4,2016-17
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 4,Low,Jan-28-2017,4,2016-17
Maryland,http://dhmh.maryland.gov/fluwatch/,"Influenza Surveillance",Level 4,Low,Feb-04-2017,5,2016-17
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 4,Low,Jan-21-2017,3,2016-17
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 4,Low,Jan-14-2017,2,2016-17
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 4,Low,Jan-21-2017,3,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 4,Low,Jan-21-2017,3,2016-17
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 4,Low,Jan-21-2017,3,2016-17
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 4,Low,Jan-21-2017,3,2016-17
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 4,Low,Jan-21-2017,3,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 4,Low,Jan-28-2017,4,2016-17
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 4,Low,Jan-21-2017,3,2016-17
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 4,Low,Jan-28-2017,4,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 4,Low,Feb-11-2017,6,2016-17
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 4,Low,Feb-04-2017,5,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Feb-04-2017,5,2016-17
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 4,Low,Feb-11-2017,6,2016-17
New Hampshire,http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm,"Influenza Control and Surveillance",Level 4,Low,Feb-18-2017,7,2016-17
Idaho,http://www.healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,"Influenza",Level 4,Low,Feb-18-2017,7,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 4,Low,Feb-18-2017,7,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 4,Low,Feb-18-2017,7,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 4,Low,Feb-18-2017,7,2016-17
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 5,Low,Feb-18-2017,7,2016-17
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 5,Low,Feb-18-2017,7,2016-17
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,"Influenza Disease Surveillance Data",Level 5,Low,Feb-18-2017,7,2016-17
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,"Current Influenza Surveillance",Level 5,Low,Feb-18-2017,7,2016-17
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 5,Low,Feb-18-2017,7,2016-17
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,Feb-18-2017,7,2016-17
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 5,Low,Feb-11-2017,6,2016-17
Wisconsin,http://www.dhs.wisconsin.gov/communicable/influenza/index.htm,"Tracking Influenza in Wisconsin",Level 5,Low,Feb-04-2017,5,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Feb-11-2017,6,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 5,Low,Feb-11-2017,6,2016-17
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,Feb-04-2017,5,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Feb-11-2017,6,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 5,Low,Jan-28-2017,4,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Jan-28-2017,4,2016-17
Wyoming,https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/,"Influenza",Level 5,Low,Jan-21-2017,3,2016-17
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,Jan-21-2017,3,2016-17
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Jan-21-2017,3,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-21-2017,3,2016-17
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 5,Low,Jan-21-2017,3,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 5,Low,Jan-21-2017,3,2016-17
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 5,Low,Feb-04-2017,5,2016-17
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 5,Low,Feb-04-2017,5,2016-17
Iowa,http://idph.iowa.gov/influenza/surveillance,"Iowa Influenza Surveillance Network",Level 5,Low,Feb-04-2017,5,2016-17
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 5,Low,Feb-04-2017,5,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Feb-04-2017,5,2016-17
Florida,http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html%20,"Weekly Influenza Surveillance Reports",Level 5,Low,Jan-28-2017,4,2016-17
Nebraska,http://dhhs.ne.gov/publichealth/Pages/flu.aspx,"Weekly Flu Report",Level 5,Low,Jan-28-2017,4,2016-17
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 5,Low,Jan-28-2017,4,2016-17
Rhode Island,http://www.health.ri.gov/data/flu/index.php,"Influenza Surveillance",Level 5,Low,Jan-28-2017,4,2016-17
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,"Flu in New Mexico",Level 5,Low,Jan-28-2017,4,2016-17
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 5,Low,Jan-28-2017,4,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 5,Low,Jan-14-2017,2,2016-17
Hawaii,http://health.hawaii.gov/docd/flu-hawaii/surveillance/,"Hawaii's Influenza Surveillance Program",Level 5,Low,Jan-14-2017,2,2016-17
Idaho,http://www.healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,"Influenza",Level 5,Low,Jan-14-2017,2,2016-17
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 5,Low,Jan-14-2017,2,2016-17
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 5,Low,Jan-07-2017,1,2016-17
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 5,Low,Jan-07-2017,1,2016-17
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Jan-07-2017,1,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Jan-07-2017,1,2016-17
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 5,Low,Dec-31-2016,52,2016-17
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,"Influenza Update",Level 5,Low,Dec-31-2016,52,2016-17
Tennessee,http://tn.gov/health/article/flu-summary-archive,"Influenza-Like Illness Surveillance Summary Archive",Level 5,Low,Dec-31-2016,52,2016-17
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 5,Low,Dec-31-2016,52,2016-17
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 5,Low,Dec-31-2016,52,2016-17
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 5,Low,Dec-24-2016,51,2016-17
California,http://www.cdph.ca.gov/HealthInfo/discond/Pages/Influenza(Flu).aspx,"Influenza (Flu)",Level 5,Low,Dec-24-2016,51,2016-17
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Dec-24-2016,51,2016-17
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 5,Low,Dec-10-2016,49,2016-17
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 5,Low,Dec-17-2016,50,2016-17
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 5,Low,Dec-17-2016,50,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 5,Low,Dec-10-2016,49,2016-17
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Dec-03-2016,48,2016-17
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,"Influenza",Level 5,Low,Dec-03-2016,48,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 5,Low,Dec-03-2016,48,2016-17
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Nov-19-2016,46,2016-17
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 5,Low,Nov-26-2016,47,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 5,Low,Nov-12-2016,45,2016-17
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 5,Low,Nov-19-2016,46,2016-17
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,Jul-02-2016,26,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,"Puerto Rico Departamento de Salud",Level 5,Low,May-07-2016,18,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 5,Low,May-07-2016,18,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 5,Low,Apr-23-2016,16,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Apr-23-2016,16,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 5,Low,Apr-23-2016,16,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 5,Low,Apr-30-2016,17,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,"Virginia Weekly Influenza Activity Report",Level 5,Low,Apr-16-2016,15,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Apr-23-2016,16,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 5,Low,Apr-16-2016,15,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 5,Low,Apr-09-2016,14,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 5,Low,Apr-09-2016,14,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,"Influenza & RSV Surveillance",Level 5,Low,Apr-09-2016,14,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 5,Low,Apr-09-2016,14,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,"Surveillance Data",Level 5,Low,Apr-02-2016,13,2015-16
Alabama,http://adph.org/influenza/,"Influenza Surveillance",Level 5,Low,Apr-09-2016,14,2015-16
Pennsylvania,www.flufreepa.com,"Influenza Weekly Report ",Level 5,Low,Apr-02-2016,13,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 5,Low,Apr-02-2016,13,2015-16
Connecticut,http://www.ct.gov/dph/cwp/view.asp?a=3136&q=410788,"Flu Statistics",Level 5,Low,Apr-02-2016,13,2015-16
North Carolina,http://www.flu.nc.gov/%20,"North Carolina Influenza Update",Level 5,Low,Apr-02-2016,13,2015-16
New Jersey,http://www.state.nj.us/health/flu/fluinfo.shtml,"Seasonal Influenza - Surveillance",Level 5,Low,Apr-02-2016,13,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 5,Low,Apr-02-2016,13,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,"Mississippi Flu Surveillance and Influenza-Like Illness Reports",Level 5,Low,Mar-26-2016,12,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,"Influenza Data & Statistical Reports ",Level 5,Low,Mar-26-2016,12,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,"Seasonal Influenza Weekly Update",Level 5,Low,Mar-26-2016,12,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Mar-26-2016,12,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,"Influenza Information",Level 5,Low,Mar-26-2016,12,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,"Seasonal Influenza Surveillance Reports",Level 5,Low,Mar-26-2016,12,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,"Influenza Surveillance",Level 5,Low,Mar-26-2016,12,2015-16
Arkansas,http://www.healthy.arkansas.gov/programsServices/infectiousDisease/Immunizations/SeasonalFlu/Pages/default.aspx,"Communicable Disease and Immunizations",Level 5,Low,Mar-26-2016,12,2015-16
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,"Influenza Surveillance Report",Level 5,Low,Mar-26-2016,12,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,"Influenza Surveillance",Level 5,Low,Mar-19-2016,11,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,"Influenza Activity and Surveillance",Level 5,Low,Mar-19-2016,11,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,"Weekly Influenza Surveillance in Georgia",Level 5,Low,Mar-19-2016,11,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,"Influenza in Indiana",Level 5,Low,Mar-19-2016,11,2015-16
Idaho,http://www.healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,"Influenza",Level 5,Low,Mar-19-2016,11,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,"Weekly Influenza Activity: Statistics",Level 5,Low,Mar-19-2016,11,2015-16
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,"Influenza Surveillance Data",Level 5,Low,Mar-19-2016,11,2015-16
